Data,Sistema operacional,Visualizações
2025-08-08,Macintosh,2
2025-08-09,Macintosh,2
2025-08-10,Macintosh,1
2025-08-11,Macintosh,0
2025-08-12,Macintosh,1
2025-08-13,Macintosh,7
2025-08-14,Macintosh,0
2025-08-15,Macintosh,0
2025-08-16,Macintosh,1
2025-08-17,Macintosh,2
2025-08-18,Macintosh,1
2025-08-19,Macintosh,6
2025-08-20,Macintosh,1
2025-08-21,Macintosh,4
2025-08-22,Macintosh,0
2025-08-23,Macintosh,1
2025-08-24,Macintosh,2
2025-08-25,Macintosh,1
2025-08-26,Macintosh,4
2025-08-27,Macintosh,11
2025-08-28,Macintosh,3
2025-08-29,Macintosh,2
2025-08-30,Macintosh,0
2025-08-31,Macintosh,2
2025-09-01,Macintosh,8
2025-09-02,Macintosh,2
2025-09-03,Macintosh,11
2025-09-04,Macintosh,44
2025-09-05,Macintosh,16
2025-09-06,Macintosh,3
2025-09-07,Macintosh,8
2025-09-08,Macintosh,7
2025-09-09,Macintosh,31
2025-09-10,Macintosh,14
2025-09-11,Macintosh,3
2025-09-12,Macintosh,7
2025-09-13,Macintosh,6
2025-09-14,Macintosh,4
2025-09-15,Macintosh,10
2025-09-16,Macintosh,2
2025-09-17,Macintosh,6
2025-09-18,Macintosh,5
2025-09-19,Macintosh,5
2025-09-20,Macintosh,10
2025-09-21,Macintosh,11
2025-09-22,Macintosh,4
2025-09-23,Macintosh,4
2025-09-24,Macintosh,5
2025-09-25,Macintosh,7
2025-09-26,Macintosh,7
2025-09-27,Macintosh,4
2025-09-28,Macintosh,7
2025-09-29,Macintosh,2
2025-09-30,Macintosh,8
2025-10-01,Macintosh,5
2025-10-02,Macintosh,3
2025-10-03,Macintosh,4
2025-10-04,Macintosh,7
2025-10-05,Macintosh,5
2025-10-06,Macintosh,8
2025-10-07,Macintosh,4
2025-10-08,Macintosh,11
2025-10-09,Macintosh,9
2025-10-10,Macintosh,4
2025-10-11,Macintosh,19
2025-10-12,Macintosh,3
2025-10-13,Macintosh,5
2025-10-14,Macintosh,5
2025-10-15,Macintosh,3
2025-10-16,Macintosh,5
2025-10-17,Macintosh,5
2025-10-18,Macintosh,3
2025-10-19,Macintosh,6
2025-10-20,Macintosh,6
2025-10-21,Macintosh,8
2025-10-22,Macintosh,7
2025-10-23,Macintosh,4
2025-10-24,Macintosh,7
2025-10-25,Macintosh,11
2025-10-26,Macintosh,4
2025-10-27,Macintosh,0
2025-10-28,Macintosh,3
2025-10-29,Macintosh,8
2025-10-30,Macintosh,1
2025-10-31,Macintosh,6
2025-11-01,Macintosh,5
2025-11-02,Macintosh,5
2025-11-03,Macintosh,3
2025-11-04,Macintosh,3
2025-11-05,Macintosh,5
2025-11-06,Macintosh,2
2025-11-07,Macintosh,1
2025-11-08,Macintosh,7
2025-11-09,Macintosh,6
2025-11-10,Macintosh,4
2025-11-11,Macintosh,5
2025-11-12,Macintosh,4
2025-11-13,Macintosh,4
2025-11-14,Macintosh,6
2025-11-15,Macintosh,4
2025-11-16,Macintosh,5
2025-11-17,Macintosh,1
2025-11-18,Macintosh,4
2025-11-19,Macintosh,9
2025-11-20,Macintosh,3
2025-11-21,Macintosh,7
2025-11-22,Macintosh,7
2025-11-23,Macintosh,9
2025-11-24,Macintosh,2
2025-11-25,Macintosh,7
2025-11-26,Macintosh,14
2025-11-27,Macintosh,1
2025-11-28,Macintosh,6
2025-11-29,Macintosh,12
2025-11-30,Macintosh,9
2025-12-01,Macintosh,9
2025-12-02,Macintosh,12
2025-12-03,Macintosh,4
2025-12-04,Macintosh,4
2025-12-05,Macintosh,3
2025-12-06,Macintosh,8
2025-12-07,Macintosh,6
2025-12-08,Macintosh,4
2025-12-09,Macintosh,10
2025-12-10,Macintosh,14
2025-12-11,Macintosh,9
2025-12-12,Macintosh,13
2025-12-13,Macintosh,9
2025-12-14,Macintosh,9
2025-12-15,Macintosh,6
2025-12-16,Macintosh,12
2025-12-17,Macintosh,11
2025-12-18,Macintosh,8
2025-12-19,Macintosh,19
2025-12-20,Macintosh,15
2025-12-21,Macintosh,12
2025-12-22,Macintosh,2
2025-12-23,Macintosh,10
2025-12-24,Macintosh,4
2025-12-25,Macintosh,3
2025-12-26,Macintosh,11
2025-12-27,Macintosh,9
2025-12-28,Macintosh,13
2025-12-29,Macintosh,8
2025-12-30,Macintosh,8
2025-12-31,Macintosh,11
2026-01-01,Macintosh,2
2026-01-02,Macintosh,3
2026-01-03,Macintosh,7
2026-01-04,Macintosh,3
2026-01-05,Macintosh,6
2026-01-06,Macintosh,13
2026-01-07,Macintosh,9
2026-01-08,Macintosh,9
2026-01-09,Macintosh,3
2026-01-10,Macintosh,7
2026-01-11,Macintosh,18
2026-01-12,Macintosh,9
2026-01-13,Macintosh,4
2026-01-14,Macintosh,7
2026-01-15,Macintosh,8
2026-01-16,Macintosh,4
2026-01-17,Macintosh,8
2026-01-18,Macintosh,4
2026-01-19,Macintosh,4
2026-01-20,Macintosh,3
2026-01-21,Macintosh,12
2026-01-22,Macintosh,4
2026-01-23,Macintosh,8
2026-01-24,Macintosh,3
2026-01-25,Macintosh,4
2026-01-26,Macintosh,7
2026-01-27,Macintosh,7
2026-01-28,Macintosh,1
2026-01-29,Macintosh,4
2026-01-30,Macintosh,19
2026-01-31,Macintosh,6
2026-02-01,Macintosh,8
2026-02-02,Macintosh,2
2026-02-03,Macintosh,3
2026-02-04,Macintosh,5
2026-02-05,Macintosh,5
2026-02-06,Macintosh,8
2026-02-07,Macintosh,4
2026-02-08,Macintosh,6
2026-02-09,Macintosh,9
2026-02-10,Macintosh,2
2026-02-11,Macintosh,6
2026-02-12,Macintosh,3
2026-02-13,Macintosh,10
2026-02-14,Macintosh,9
2026-02-15,Macintosh,8
2026-02-16,Macintosh,3
2026-02-17,Macintosh,8
2026-02-18,Macintosh,6
2026-02-19,Macintosh,6
2026-02-20,Macintosh,14
2026-02-21,Macintosh,552
2026-02-22,Macintosh,560
2026-02-23,Macintosh,718
2026-02-24,Macintosh,475
2026-02-25,Macintosh,604
2026-02-26,Macintosh,280
2026-02-27,Macintosh,140
2026-02-28,Macintosh,132
2026-03-01,Macintosh,82
2026-03-02,Macintosh,23
2026-03-03,Macintosh,40
2026-03-04,Macintosh,28
2026-03-05,Macintosh,32
2026-03-06,Macintosh,12
2026-03-07,Macintosh,21
2026-03-08,Macintosh,28
2026-03-09,Macintosh,29
2026-03-10,Macintosh,12
2026-03-11,Macintosh,114
2026-03-12,Macintosh,249
2026-03-13,Macintosh,115
2026-03-14,Macintosh,224
2026-03-15,Macintosh,399
2026-03-16,Macintosh,336
2026-03-17,Macintosh,156
2026-03-18,Macintosh,108
2026-03-19,Macintosh,37
2026-03-20,Macintosh,24
2026-03-21,Macintosh,62
2026-03-22,Macintosh,35
2026-03-23,Macintosh,67
2026-03-24,Macintosh,112
2026-03-25,Macintosh,109
2026-03-26,Macintosh,182
2026-03-27,Macintosh,64
2026-03-28,Macintosh,76
2026-03-29,Macintosh,112
2026-03-30,Macintosh,53
2026-03-31,Macintosh,101
2026-04-01,Macintosh,116
2026-04-02,Macintosh,89
2026-04-03,Macintosh,39
2026-04-04,Macintosh,34
2026-04-05,Macintosh,47
2026-04-06,Macintosh,30
2026-04-07,Macintosh,31
2026-04-08,Macintosh,19
2026-04-09,Macintosh,12
2026-04-10,Macintosh,35
2026-04-11,Macintosh,40
2026-04-12,Macintosh,19
2025-04-13,Playstation,1
2025-04-14,Playstation,0
2025-04-15,Playstation,1
2025-04-16,Playstation,4
2025-04-17,Playstation,0
2025-04-18,Playstation,0
2025-04-19,Playstation,3
2025-04-20,Playstation,4
2025-04-21,Playstation,0
2025-04-22,Playstation,1
2025-04-23,Playstation,0
2025-04-24,Playstation,3
2025-04-25,Playstation,3
2025-04-26,Playstation,1
2025-04-27,Playstation,2
2025-04-28,Playstation,2
2025-04-29,Playstation,0
2025-04-30,Playstation,1
2025-05-01,Playstation,2
2025-05-02,Playstation,0
2025-05-03,Playstation,0
2025-05-04,Playstation,0
2025-05-05,Playstation,0
2025-05-06,Playstation,0
2025-05-07,Playstation,0
2025-05-08,Playstation,0
2025-05-09,Playstation,0
2025-05-10,Playstation,0
2025-05-11,Playstation,0
2025-05-12,Playstation,0
2025-05-13,Playstation,0
2025-05-14,Playstation,0
2025-05-15,Playstation,1
2025-05-16,Playstation,0
2025-05-17,Playstation,0
2025-05-18,Playstation,0
2025-05-19,Playstation,0
2025-05-20,Playstation,0
2025-05-21,Playstation,0
2025-05-22,Playstation,0
2025-05-23,Playstation,1
2025-05-24,Playstation,1
2025-05-25,Playstation,0
2025-05-26,Playstation,2
2025-05-27,Playstation,3
2025-05-28,Playstation,1
2025-05-29,Playstation,1
2025-05-30,Playstation,0
2025-05-31,Playstation,0
2025-06-01,Playstation,0
2025-06-02,Playstation,3
2025-06-03,Playstation,4
2025-06-04,Playstation,5
2025-06-05,Playstation,0
2025-06-06,Playstation,2
2025-06-07,Playstation,1
2025-06-08,Playstation,0
2025-06-09,Playstation,1
2025-06-10,Playstation,38
2025-06-11,Playstation,3
2025-06-12,Playstation,2
2025-06-13,Playstation,1
2025-06-14,Playstation,3
2025-06-15,Playstation,1
2025-06-16,Playstation,0
2025-06-17,Playstation,3
2025-06-18,Playstation,0
2025-06-19,Playstation,1
2025-06-20,Playstation,6
2025-06-21,Playstation,0
2025-06-22,Playstation,0
2025-06-23,Playstation,3
2025-06-24,Playstation,0
2025-06-25,Playstation,1
2025-06-26,Playstation,0
2025-06-27,Playstation,3
2025-06-28,Playstation,3
2025-06-29,Playstation,0
2025-06-30,Playstation,0
2025-07-01,Playstation,3
2025-07-02,Playstation,0
2025-07-03,Playstation,0
2025-07-04,Playstation,0
2025-07-05,Playstation,0
2025-07-06,Playstation,0
2025-07-07,Playstation,1
2025-07-08,Playstation,2
2025-07-09,Playstation,0
2025-07-10,Playstation,0
2025-07-11,Playstation,0
2025-07-12,Playstation,0
2025-07-13,Playstation,0
2025-07-14,Playstation,2
2025-07-15,Playstation,1
2025-07-16,Playstation,0
2025-07-17,Playstation,1
2025-07-18,Playstation,0
2025-07-19,Playstation,1
2025-07-20,Playstation,0
2025-07-21,Playstation,0
2025-07-22,Playstation,0
2025-07-23,Playstation,2
2025-07-24,Playstation,0
2025-07-25,Playstation,0
2025-07-26,Playstation,0
2025-07-27,Playstation,0
2025-07-28,Playstation,0
2025-07-29,Playstation,0
2025-07-30,Playstation,3
2025-07-31,Playstation,0
2025-08-01,Playstation,1
2025-08-02,Playstation,1
2025-08-03,Playstation,5
2025-08-04,Playstation,0
2025-08-05,Playstation,0
2025-08-06,Playstation,8
2025-08-07,Playstation,0
2025-08-08,Playstation,1
2025-08-09,Playstation,1
2025-08-10,Playstation,0
2025-08-11,Playstation,0
2025-08-12,Playstation,0
2025-08-13,Playstation,1
2025-08-14,Playstation,1
2025-08-15,Playstation,1
2025-08-16,Playstation,0
2025-08-17,Playstation,0
2025-08-18,Playstation,0
2025-08-19,Playstation,0
2025-08-20,Playstation,0
2025-08-21,Playstation,0
2025-08-22,Playstation,1
2025-08-23,Playstation,3
2025-08-24,Playstation,0
2025-08-25,Playstation,1
2025-08-26,Playstation,7
2025-08-27,Playstation,2
2025-08-28,Playstation,0
2025-08-29,Playstation,1
2025-08-30,Playstation,0
2025-08-31,Playstation,0
2025-09-01,Playstation,6
2025-09-02,Playstation,0
2025-09-03,Playstation,0
2025-09-04,Playstation,21
2025-09-05,Playstation,14
2025-09-06,Playstation,1
2025-09-07,Playstation,0
2025-09-08,Playstation,3
2025-09-09,Playstation,4
2025-09-10,Playstation,7
2025-09-11,Playstation,1
2025-09-12,Playstation,0
2025-09-13,Playstation,2
2025-09-14,Playstation,7
2025-09-15,Playstation,3
2025-09-16,Playstation,3
2025-09-17,Playstation,0
2025-09-18,Playstation,1
2025-09-19,Playstation,3
2025-09-20,Playstation,0
2025-09-21,Playstation,3
2025-09-22,Playstation,2
2025-09-23,Playstation,2
2025-09-24,Playstation,0
2025-09-25,Playstation,5
2025-09-26,Playstation,3
2025-09-27,Playstation,1
2025-09-28,Playstation,0
2025-09-29,Playstation,2
2025-09-30,Playstation,0
2025-10-01,Playstation,0
2025-10-02,Playstation,0
2025-10-03,Playstation,1
2025-10-04,Playstation,0
2025-10-05,Playstation,0
2025-10-06,Playstation,0
2025-10-07,Playstation,0
2025-10-08,Playstation,1
2025-10-09,Playstation,4
2025-10-10,Playstation,2
2025-10-11,Playstation,3
2025-10-12,Playstation,1
2025-10-13,Playstation,0
2025-10-14,Playstation,2
2025-10-15,Playstation,0
2025-10-16,Playstation,2
2025-10-17,Playstation,0
2025-10-18,Playstation,0
2025-10-19,Playstation,0
2025-10-20,Playstation,0
2025-10-21,Playstation,1
2025-10-22,Playstation,0
2025-10-23,Playstation,5
2025-10-24,Playstation,0
2025-10-25,Playstation,0
2025-10-26,Playstation,0
2025-10-27,Playstation,0
2025-10-28,Playstation,0
2025-10-29,Playstation,2
2025-10-30,Playstation,3
2025-10-31,Playstation,6
2025-11-01,Playstation,3
2025-11-02,Playstation,0
2025-11-03,Playstation,1
2025-11-04,Playstation,1
2025-11-05,Playstation,2
2025-11-06,Playstation,0
2025-11-07,Playstation,1
2025-11-08,Playstation,2
2025-11-09,Playstation,1
2025-11-10,Playstation,0
2025-11-11,Playstation,1
2025-11-12,Playstation,3
2025-11-13,Playstation,4
2025-11-14,Playstation,2
2025-11-15,Playstation,4
2025-11-16,Playstation,3
2025-11-17,Playstation,0
2025-11-18,Playstation,0
2025-11-19,Playstation,2
2025-11-20,Playstation,0
2025-11-21,Playstation,1
2025-11-22,Playstation,0
2025-11-23,Playstation,0
2025-11-24,Playstation,2
2025-11-25,Playstation,1
2025-11-26,Playstation,1
2025-11-27,Playstation,0
2025-11-28,Playstation,1
2025-11-29,Playstation,0
2025-11-30,Playstation,2
2025-12-01,Playstation,4
2025-12-02,Playstation,2
2025-12-03,Playstation,2
2025-12-04,Playstation,5
2025-12-05,Playstation,0
2025-12-06,Playstation,2
2025-12-07,Playstation,3
2025-12-08,Playstation,4
2025-12-09,Playstation,2
2025-12-10,Playstation,4
2025-12-11,Playstation,2
2025-12-12,Playstation,2
2025-12-13,Playstation,0
2025-12-14,Playstation,2
2025-12-15,Playstation,6
2025-12-16,Playstation,0
2025-12-17,Playstation,0
2025-12-18,Playstation,0
2025-12-19,Playstation,0
2025-12-20,Playstation,0
2025-12-21,Playstation,0
2025-12-22,Playstation,0
2025-12-23,Playstation,1
2025-12-24,Playstation,0
2025-12-25,Playstation,0
2025-12-26,Playstation,2
2025-12-27,Playstation,5
2025-12-28,Playstation,6
2025-12-29,Playstation,2
2025-12-30,Playstation,6
2025-12-31,Playstation,0
2026-01-01,Playstation,2
2026-01-02,Playstation,0
2026-01-03,Playstation,0
2026-01-04,Playstation,2
2026-01-05,Playstation,5
2026-01-06,Playstation,10
2026-01-07,Playstation,2
2026-01-08,Playstation,0
2026-01-09,Playstation,0
2026-01-10,Playstation,5
2026-01-11,Playstation,1
2026-01-12,Playstation,6
2026-01-13,Playstation,0
2026-01-14,Playstation,2
2026-01-15,Playstation,3
2026-01-16,Playstation,0
2026-01-17,Playstation,7
2026-01-18,Playstation,2
2026-01-19,Playstation,2
2026-01-20,Playstation,0
2026-01-21,Playstation,1
2026-01-22,Playstation,0
2026-01-23,Playstation,1
2026-01-24,Playstation,1
2026-01-25,Playstation,0
2026-01-26,Playstation,0
2026-01-27,Playstation,1
2026-01-28,Playstation,0
2026-01-29,Playstation,2
2026-01-30,Playstation,1
2026-01-31,Playstation,3
2026-02-01,Playstation,6
2026-02-02,Playstation,0
2026-02-03,Playstation,0
2026-02-04,Playstation,1
2026-02-05,Playstation,1
2026-02-06,Playstation,0
2026-02-07,Playstation,1
2026-02-08,Playstation,5
2026-02-09,Playstation,2
2026-02-10,Playstation,1
2026-02-11,Playstation,0
2026-02-12,Playstation,1
2026-02-13,Playstation,1
2026-02-14,Playstation,0
2026-02-15,Playstation,3
2026-02-16,Playstation,2
2026-02-17,Playstation,3
2026-02-18,Playstation,5
2026-02-19,Playstation,4
2026-02-20,Playstation,13
2026-02-21,Playstation,299
2026-02-22,Playstation,156
2026-02-23,Playstation,241
2026-02-24,Playstation,97
2026-02-25,Playstation,119
2026-02-26,Playstation,72
2026-02-27,Playstation,37
2026-02-28,Playstation,40
2026-03-01,Playstation,27
2026-03-02,Playstation,14
2026-03-03,Playstation,5
2026-03-04,Playstation,4
2026-03-05,Playstation,5
2026-03-06,Playstation,3
2026-03-07,Playstation,9
2026-03-08,Playstation,5
2026-03-09,Playstation,10
2026-03-10,Playstation,8
2026-03-11,Playstation,19
2026-03-12,Playstation,48
2026-03-13,Playstation,29
2026-03-14,Playstation,73
2026-03-15,Playstation,154
2026-03-16,Playstation,131
2026-03-17,Playstation,67
2026-03-18,Playstation,32
2026-03-19,Playstation,13
2026-03-20,Playstation,14
2026-03-21,Playstation,25
2026-03-22,Playstation,1
2026-03-23,Playstation,11
2026-03-24,Playstation,11
2026-03-25,Playstation,33
2026-03-26,Playstation,50
2026-03-27,Playstation,55
2026-03-28,Playstation,62
2026-03-29,Playstation,44
2026-03-30,Playstation,47
2026-03-31,Playstation,97
2026-04-01,Playstation,105
2026-04-02,Playstation,125
2026-04-03,Playstation,19
2026-04-04,Playstation,27
2026-04-05,Playstation,28
2026-04-06,Playstation,18
2026-04-07,Playstation,17
2026-04-08,Playstation,16
2026-04-09,Playstation,15
2026-04-10,Playstation,16
2026-04-11,Playstation,32
2026-04-12,Playstation,12
2025-04-13,WebOS,11
2025-04-14,WebOS,1
2025-04-15,WebOS,13
2025-04-16,WebOS,90
2025-04-17,WebOS,3
2025-04-18,WebOS,13
2025-04-19,WebOS,14
2025-04-20,WebOS,12
2025-04-21,WebOS,9
2025-04-22,WebOS,6
2025-04-23,WebOS,20
2025-04-24,WebOS,11
2025-04-25,WebOS,25
2025-04-26,WebOS,0
2025-04-27,WebOS,14
2025-04-28,WebOS,1
2025-04-29,WebOS,3
2025-04-30,WebOS,8
2025-05-01,WebOS,19
2025-05-02,WebOS,0
2025-05-03,WebOS,0
2025-05-04,WebOS,30
2025-05-05,WebOS,1
2025-05-06,WebOS,5
2025-05-07,WebOS,0
2025-05-08,WebOS,3
2025-05-09,WebOS,1
2025-05-10,WebOS,4
2025-05-11,WebOS,2
2025-05-12,WebOS,1
2025-05-13,WebOS,1
2025-05-14,WebOS,2
2025-05-15,WebOS,4
2025-05-16,WebOS,20
2025-05-17,WebOS,1
2025-05-18,WebOS,0
2025-05-19,WebOS,0
2025-05-20,WebOS,6
2025-05-21,WebOS,2
2025-05-22,WebOS,3
2025-05-23,WebOS,32
2025-05-24,WebOS,12
2025-05-25,WebOS,2
2025-05-26,WebOS,0
2025-05-27,WebOS,28
2025-05-28,WebOS,16
2025-05-29,WebOS,5
2025-05-30,WebOS,22
2025-05-31,WebOS,2
2025-06-01,WebOS,4
2025-06-02,WebOS,6
2025-06-03,WebOS,13
2025-06-04,WebOS,20
2025-06-05,WebOS,9
2025-06-06,WebOS,6
2025-06-07,WebOS,2
2025-06-08,WebOS,4
2025-06-09,WebOS,13
2025-06-10,WebOS,556
2025-06-11,WebOS,138
2025-06-12,WebOS,28
2025-06-13,WebOS,20
2025-06-14,WebOS,19
2025-06-15,WebOS,8
2025-06-16,WebOS,15
2025-06-17,WebOS,11
2025-06-18,WebOS,0
2025-06-19,WebOS,8
2025-06-20,WebOS,14
2025-06-21,WebOS,8
2025-06-22,WebOS,3
2025-06-23,WebOS,6
2025-06-24,WebOS,19
2025-06-25,WebOS,20
2025-06-26,WebOS,0
2025-06-27,WebOS,18
2025-06-28,WebOS,38
2025-06-29,WebOS,5
2025-06-30,WebOS,26
2025-07-01,WebOS,22
2025-07-02,WebOS,2
2025-07-03,WebOS,7
2025-07-04,WebOS,1
2025-07-05,WebOS,2
2025-07-06,WebOS,10
2025-07-07,WebOS,4
2025-07-08,WebOS,20
2025-07-09,WebOS,3
2025-07-10,WebOS,1
2025-07-11,WebOS,7
2025-07-12,WebOS,7
2025-07-13,WebOS,4
2025-07-14,WebOS,5
2025-07-15,WebOS,15
2025-07-16,WebOS,2
2025-07-17,WebOS,14
2025-07-18,WebOS,4
2025-07-19,WebOS,18
2025-07-20,WebOS,5
2025-07-21,WebOS,11
2025-07-22,WebOS,2
2025-07-23,WebOS,8
2025-07-24,WebOS,19
2025-07-25,WebOS,3
2025-07-26,WebOS,4
2025-07-27,WebOS,0
2025-07-28,WebOS,2
2025-07-29,WebOS,2
2025-07-30,WebOS,29
2025-07-31,WebOS,7
2025-08-01,WebOS,4
2025-08-02,WebOS,16
2025-08-03,WebOS,5
2025-08-04,WebOS,8
2025-08-05,WebOS,10
2025-08-06,WebOS,2
2025-08-07,WebOS,8
2025-08-08,WebOS,19
2025-08-09,WebOS,4
2025-08-10,WebOS,5
2025-08-11,WebOS,2
2025-08-12,WebOS,8
2025-08-13,WebOS,49
2025-08-14,WebOS,5
2025-08-15,WebOS,5
2025-08-16,WebOS,0
2025-08-17,WebOS,2
2025-08-18,WebOS,4
2025-08-19,WebOS,1
2025-08-20,WebOS,1
2025-08-21,WebOS,21
2025-08-22,WebOS,14
2025-08-23,WebOS,11
2025-08-24,WebOS,13
2025-08-25,WebOS,6
2025-08-26,WebOS,44
2025-08-27,WebOS,25
2025-08-28,WebOS,18
2025-08-29,WebOS,5
2025-08-30,WebOS,9
2025-08-31,WebOS,33
2025-09-01,WebOS,51
2025-09-02,WebOS,35
2025-09-03,WebOS,67
2025-09-04,WebOS,250
2025-09-05,WebOS,146
2025-09-06,WebOS,75
2025-09-07,WebOS,60
2025-09-08,WebOS,36
2025-09-09,WebOS,142
2025-09-10,WebOS,69
2025-09-11,WebOS,37
2025-09-12,WebOS,29
2025-09-13,WebOS,39
2025-09-14,WebOS,26
2025-09-15,WebOS,51
2025-09-16,WebOS,27
2025-09-17,WebOS,24
2025-09-18,WebOS,27
2025-09-19,WebOS,27
2025-09-20,WebOS,41
2025-09-21,WebOS,52
2025-09-22,WebOS,14
2025-09-23,WebOS,15
2025-09-24,WebOS,24
2025-09-25,WebOS,21
2025-09-26,WebOS,27
2025-09-27,WebOS,21
2025-09-28,WebOS,25
2025-09-29,WebOS,29
2025-09-30,WebOS,36
2025-10-01,WebOS,20
2025-10-02,WebOS,12
2025-10-03,WebOS,9
2025-10-04,WebOS,15
2025-10-05,WebOS,27
2025-10-06,WebOS,26
2025-10-07,WebOS,15
2025-10-08,WebOS,23
2025-10-09,WebOS,19
2025-10-10,WebOS,28
2025-10-11,WebOS,4
2025-10-12,WebOS,2
2025-10-13,WebOS,14
2025-10-14,WebOS,25
2025-10-15,WebOS,21
2025-10-16,WebOS,13
2025-10-17,WebOS,15
2025-10-18,WebOS,17
2025-10-19,WebOS,10
2025-10-20,WebOS,11
2025-10-21,WebOS,38
2025-10-22,WebOS,9
2025-10-23,WebOS,26
2025-10-24,WebOS,13
2025-10-25,WebOS,25
2025-10-26,WebOS,14
2025-10-27,WebOS,9
2025-10-28,WebOS,26
2025-10-29,WebOS,38
2025-10-30,WebOS,25
2025-10-31,WebOS,24
2025-11-01,WebOS,28
2025-11-02,WebOS,25
2025-11-03,WebOS,18
2025-11-04,WebOS,18
2025-11-05,WebOS,30
2025-11-06,WebOS,16
2025-11-07,WebOS,6
2025-11-08,WebOS,28
2025-11-09,WebOS,20
2025-11-10,WebOS,12
2025-11-11,WebOS,31
2025-11-12,WebOS,26
2025-11-13,WebOS,27
2025-11-14,WebOS,20
2025-11-15,WebOS,31
2025-11-16,WebOS,11
2025-11-17,WebOS,19
2025-11-18,WebOS,28
2025-11-19,WebOS,35
2025-11-20,WebOS,32
2025-11-21,WebOS,19
2025-11-22,WebOS,18
2025-11-23,WebOS,17
2025-11-24,WebOS,38
2025-11-25,WebOS,16
2025-11-26,WebOS,39
2025-11-27,WebOS,23
2025-11-28,WebOS,27
2025-11-29,WebOS,20
2025-11-30,WebOS,22
2025-12-01,WebOS,27
2025-12-02,WebOS,24
2025-12-03,WebOS,32
2025-12-04,WebOS,11
2025-12-05,WebOS,13
2025-12-06,WebOS,32
2025-12-07,WebOS,12
2025-12-08,WebOS,19
2025-12-09,WebOS,30
2025-12-10,WebOS,63
2025-12-11,WebOS,45
2025-12-12,WebOS,35
2025-12-13,WebOS,42
2025-12-14,WebOS,27
2025-12-15,WebOS,39
2025-12-16,WebOS,51
2025-12-17,WebOS,36
2025-12-18,WebOS,20
2025-12-19,WebOS,108
2025-12-20,WebOS,100
2025-12-21,WebOS,29
2025-12-22,WebOS,7
2025-12-23,WebOS,32
2025-12-24,WebOS,23
2025-12-25,WebOS,9
2025-12-26,WebOS,28
2025-12-27,WebOS,32
2025-12-28,WebOS,47
2025-12-29,WebOS,34
2025-12-30,WebOS,13
2025-12-31,WebOS,22
2026-01-01,WebOS,23
2026-01-02,WebOS,26
2026-01-03,WebOS,19
2026-01-04,WebOS,23
2026-01-05,WebOS,31
2026-01-06,WebOS,95
2026-01-07,WebOS,42
2026-01-08,WebOS,47
2026-01-09,WebOS,19
2026-01-10,WebOS,16
2026-01-11,WebOS,29
2026-01-12,WebOS,61
2026-01-13,WebOS,28
2026-01-14,WebOS,50
2026-01-15,WebOS,53
2026-01-16,WebOS,24
2026-01-17,WebOS,75
2026-01-18,WebOS,27
2026-01-19,WebOS,21
2026-01-20,WebOS,15
2026-01-21,WebOS,42
2026-01-22,WebOS,19
2026-01-23,WebOS,51
2026-01-24,WebOS,11
2026-01-25,WebOS,16
2026-01-26,WebOS,23
2026-01-27,WebOS,34
2026-01-28,WebOS,26
2026-01-29,WebOS,12
2026-01-30,WebOS,65
2026-01-31,WebOS,30
2026-02-01,WebOS,38
2026-02-02,WebOS,21
2026-02-03,WebOS,17
2026-02-04,WebOS,22
2026-02-05,WebOS,39
2026-02-06,WebOS,40
2026-02-07,WebOS,5
2026-02-08,WebOS,15
2026-02-09,WebOS,21
2026-02-10,WebOS,13
2026-02-11,WebOS,24
2026-02-12,WebOS,35
2026-02-13,WebOS,42
2026-02-14,WebOS,13
2026-02-15,WebOS,22
2026-02-16,WebOS,39
2026-02-17,WebOS,66
2026-02-18,WebOS,102
2026-02-19,WebOS,54
2026-02-20,WebOS,129
2026-02-21,WebOS,9038
2026-02-22,WebOS,6096
2026-02-23,WebOS,8465
2026-02-24,WebOS,4405
2026-02-25,WebOS,4178
2026-02-26,WebOS,2219
2026-02-27,WebOS,1028
2026-02-28,WebOS,907
2026-03-01,WebOS,546
2026-03-02,WebOS,203
2026-03-03,WebOS,175
2026-03-04,WebOS,134
2026-03-05,WebOS,121
2026-03-06,WebOS,62
2026-03-07,WebOS,112
2026-03-08,WebOS,184
2026-03-09,WebOS,123
2026-03-10,WebOS,60
2026-03-11,WebOS,758
2026-03-12,WebOS,1663
2026-03-13,WebOS,1002
2026-03-14,WebOS,2292
2026-03-15,WebOS,3696
2026-03-16,WebOS,3072
2026-03-17,WebOS,1061
2026-03-18,WebOS,493
2026-03-19,WebOS,149
2026-03-20,WebOS,133
2026-03-21,WebOS,520
2026-03-22,WebOS,118
2026-03-23,WebOS,216
2026-03-24,WebOS,362
2026-03-25,WebOS,433
2026-03-26,WebOS,1174
2026-03-27,WebOS,914
2026-03-28,WebOS,1357
2026-03-29,WebOS,1157
2026-03-30,WebOS,1465
2026-03-31,WebOS,2470
2026-04-01,WebOS,2255
2026-04-02,WebOS,2057
2026-04-03,WebOS,806
2026-04-04,WebOS,516
2026-04-05,WebOS,732
2026-04-06,WebOS,419
2026-04-07,WebOS,443
2026-04-08,WebOS,169
2026-04-09,WebOS,154
2026-04-10,WebOS,263
2026-04-11,WebOS,364
2026-04-12,WebOS,201
2025-04-13,Linux,2
