"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Curtidas,Compartilhamentos,Comentários,Salvamentos,Alcance,Seguimentos
18455256340100804,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","O Samsung S26 Ultra existe… e no Paraguai ele custa quase R$ 2.500 a menos que no Brasil. 👀🔥
200MP, zoom óptico de 10x, S Pen, o processador mais potente de 2026 e tela de 6.9”... O topo absoluto chegou. 📸✨

No Brasil passa de R$ 10.000.
Aqui no Paraguai? US$ 1.395. 💸
Original, lacrado, versão global. A diferença não é no aparelho… é no preço. 😤

👇 Comenta “S26” aqui embaixo que te explico como garantir o seu com segurança!
.
#samsung #samsungs26ultra #s26",73,"03/04/2026 14:29",https://www.instagram.com/reel/DVeqjjDD5E7/,"Reel do Instagram",,Total,19288,319,98,26,39,13756,38
18110857960672455,17841401696555467,aventurese.comigo,"Edilaine Correia | Foz do Iguaçu | Influencer","Novidade em perfume árabes no Paraguai 🇵🇾 

Onde? @megaeletronicosoficialpy 📍Monseñor Rodríguez esquina, Paraguai. 
⏰Seg a sexta das 06h às 16h30| sábado até as 15h.",0,"03/04/2026 04:02",https://www.instagram.com/reel/DVdjeRDjYlr/,"Reel do Instagram",,Total,15343,173,147,14,0,,
18100464064906857,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Direto de Barcelona, a Mega Eletrônicos está trazendo todos os detalhes do evento Mobile World Congress 2026.

O que estamos vendo nos corredores é surreal. Robótica avançada, telas que desafiam a física e a Inteligência Artificial finalmente chegando ao mundo real. É o futuro, sem filtros, na palma da mão.

A Xiaomi paralisou o evento, apresentando seus novos dispositivos com IA e o tão esperado Xiaomi 17 Ultra Global. Estamos falando do Snapdragon 8 Elite, o chip mais veloz do planeta, e uma câmera periscópica de 200 MP. Não é só um zoom impressionante, é engenharia óptica levada ao limite absoluto. Sem dúvida, é o novo padrão da fotografia mobile.

O nível do jogo subiu e a Mega Eletrônicos vai garantir que você tenha todas essas novidades em primeira mão. Me conta, qual dessas novidades te deixou mais ansioso? Comenta aqui",0,"03/03/2026 12:52",https://www.instagram.com/reel/DVb7XmoEbbT/,"Reel do Instagram",,Total,12980,178,41,12,6,10923,4
17929946010054697,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Qual você gostou? 
#comprasparaguai #paraguai",47,"03/03/2026 07:24",https://www.instagram.com/reel/DVbV1YkCIJQ/,"Reel do Instagram",,Total,14245,216,197,32,81,10634,23
18394120996194105,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Se amar todos os perfumes fosse crime… já estaríamos atrás das grades. 💔✨

Mas a boa notícia é que você pode ter todos eles sem culpa.

Na Mega Electrónicos, os perfumes estão com até 75% de desconto.

É o momento perfeito para encontrar sua nova fragrância favorita.
#paraguai",0,"03/02/2026 15:00",https://www.instagram.com/p/DVZlQ6zjNOs/,"Carrossel do Instagram",,Total,55388,233,140,4,26,28574,9
17896137057409856,17841411892401375,fozcidadelinda,"Foz do Iguaçu Cidade Linda","Perfume árabe aqui no Paraguai 👀✨

A L’Haya chegou na @megaeletronicosoficialpy com fragrâncias intensas, marcantes e com aquela presença que fica no ar. É uma marca inspirada na perfumaria de Dubai, e seus perfumes são todos Extrait de Parfum - com alta concentração, fixação e projeção impressionante. 

Testamos dois perfumes da coleção Premium: o Emir Al Sultan, mais doce e impactante, perfeito pra noite, e o Oud Royale, sofisticado, elegante e com aquele toque amadeirado poderoso. 

E o melhor de tudo: valores que começam em 25 dólares.

Os perfumes da L’Haya são vendidos exclusivamente na Mega Eletrônicos.

Se você ama perfume que chega antes de você, já salva esse vídeo e segue a loja pra não perder as próximas novidades.",0,"03/02/2026 12:24",https://www.instagram.com/reel/DVZTNtcgZWR/,"Reel do Instagram",,Total,25661,180,72,1,0,,
17926390266239063,17841462447596208,explorandoafronteira,"Explorando a Fronteira por Nicolly Tavassi","Vocês amaram o último vídeo sobre os descontos de até 75% off no setor de perfumaria da @megaeletronicosoficialpy, então hoje vou mostrar mais opções que estão na promo!

Tem até o perfume da Katy Perry, e ele parece uma joia de tão bonito.

Quero muito saber o que acharam, os preços estão incríveis então não perde essa chance de comprar os seus!!

#paraguai #comprasparaguai #promo #perfume",58,"03/02/2026 10:09",https://www.instagram.com/reel/DVZDvsgjszy/,"Reel do Instagram",,Total,28226,519,359,8,0,,
17942802777137259,17841407601225083,dicadawinie,"Winie Anand","Aproveitem as promoções de cosméticos na @megaeletronicosoficialpy !",0,"03/02/2026 05:28",https://www.instagram.com/reel/DVYjdVmjuZU/,"Reel do Instagram",,Total,36834,544,360,6,0,,
18076735166106228,17841462447596208,explorandoafronteira,"Explorando a Fronteira por Nicolly Tavassi","Perfumes a partir de $6,9 no Paraguai!!

Na @megaeletronicos tá rolando promoção de até 75% off no setor de perfumes

Nesse vídeo eu te mostro algumas opções incríveis que você encontra por aqui.

Já deixa nos comentários o que achou e me segue pra mais vídeos como esse!

#paraguai #comprasparaguai #perfume #promo",53,"03/01/2026 15:38",https://www.instagram.com/reel/DVXEiq5Dv9M/,"Reel do Instagram",,Total,77576,1707,1655,54,0,,
17913682830314788,17841411892401375,fozcidadelinda,"Foz do Iguaçu Cidade Linda","Mais alguém assim ?

Dizem que é pra chegar mais rápido na @megaeletronicosoficialpy",11,"03/01/2026 12:29",https://www.instagram.com/reel/DVWvFUuAYi0/,"Reel do Instagram",,Total,113503,2912,896,144,0,,
18109225546683804,17841477897874845,desbravaparaguai,"Desbrava Paraguai | Vida Real no Paraguai","Perfumes com até 75% de desconto (aqui no Paraguai o desconto realmente existe) é na @megaeletronicosoficialpy 🇵🇾

Confira alguns que estão disponíveis no vídeo porém eu te garanto que são MUITO mais opções pra você aproveitar! 

Para ficar por dentro de tudo, lembre-se de seguir o @desbravaparaguai 🇧🇷🇵🇾",72,"03/01/2026 09:42",https://www.instagram.com/reel/DVWbzf9FE9l/,"Reel do Instagram",,Total,100614,1972,1913,65,0,,
17980601189969276,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","No Brasil tá difícil, mas na Mega Eletrônicos o jogo é outro! 🇵🇾✨

Do dia 1 a 15 de março, acontece o nosso MEGA CLIENTE! São descontos reais de até 80% em produtos selecionados. 😱
Não é compra por impulso, é responsabilidade financeira aproveitar o melhor preço das Américas! 😉

📍 Visite nossa loja e garanta suas sacolas cheias antes que acabe!

#MegaEletrônicos #ComprasNoParaguai #MegaCliente #Descontos #Eletrônicos Ofertas Paraguai",0,"03/01/2026 07:03",https://www.instagram.com/reel/DVWJxVWEefD/,"Reel do Instagram",,Total,21565,157,59,17,9,16374,8
