"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,Comentários,Salvamentos
18051637328362117,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🎉 PARABÉNS AOS CAMPEÕES DA FILA DA HACK FRIDAY! 🎉
Entre os dias 20 a 23 de novembro, os 5 primeiros da fila garantiram não só a melhor posição… mas também presentes incríveis e aquele reconhecimento que só os verdadeiros guerreiros merecem! 🔥👏

Obrigado a todos que chegaram cedo, marcaram presença e fizeram desses quatro dias um espetáculo inesquecível.
.
Vocês fazem a Hack Friday ser gigante! 💙⚡
#HackFriday #MegaEletrônicos #Ganhadores #FilaPremiada #Obrigado",0,"11/24/2025 14:00",https://www.instagram.com/p/DRdIf5_kb-f/,"Carrossel do Instagram",,Total,59723,9787,61,4,2,3,7
18069185489086392,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🔊💥 REPRISE DO ATAQUE SONORO QUE EXPLODIU O SETOR DE ÁUDIO!

Esse momento foi RIDÍCULO de tão insano: a caixinha caiu para 1 dólar e 99 como se o sistema tivesse sido atravessado por um vírus sonoro.
Tudo piscou, tudo travou… menos o povo correndo. ⚠️🔥

🔊 Xiaomi Mi Compact Bluetooth Speaker
De U$ 6,90 por U$ 1,99.
Sim: REPRISE da promoção relâmpago que fez o corredor inteiro vibrar.
@matheusbrasilof @eu_sou_a_flores @beth_boutiquee @franciscotenis @sousa_apns @marlacelestino @marcello.white 
@ozeiasmezza @dessaedodo @rodrigoo_valeri 
@kedsoncalista @emerson_leitte @taisamaralcorrea @lucasrafaelrferreira @drasabrinagimenez @tiago.nunes87 @lucianebpastorio 

🔥 Durou pouquíssimo.
A oferta subiu na tela — e desapareceu mais rápido que o próprio Bluetooth.

⚡ Essa é a reprise.",0,"11/24/2025 13:30",https://www.instagram.com/p/DRdFAzqkZel/,"Carrossel do Instagram",,Total,30547,4827,25,0,0,0,1
17896646031205383,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","📺 REPRISE DO ATAQUE QUE FEZ O SETOR PREMIUM COLAPSAR!

Sim, estamos relembrando aquele momento em que o hacker decidiu ir longe demais e derrubar o preço da QLED no meio da tarde.
O sistema travou, a tela piscou… e o valor caiu para 89,90 sem piedade nenhuma. 😱💥

📺 Audisat 43” AD-43Q QLED Smart Android 14.0 (2026)
De U$ 149 por U$ 99,90.
Sim: REPRISE da promoção relâmpago que virou lenda na Hack Friday.
@alinealves657 @daianeguerr 
@juliana.rodriguez_camargo
@iclael @ramonaverafernandez 
@josedanielpatinojimenez2 
@katia.rosendo.9 @henriquevitor157 @jairocoletto @htk.vieira @elsanunes._ 

🔥 Quem viu a cena nunca esquece: a tela do painel bugando, o número caindo e o corredor inteiro explodindo em direção às prateleiras.
Em segundos, só sobraram os displays vazios e a sensação de “isso não foi real”.

⚡ Essa é a reprise. O ataque já rolou.",0,"11/24/2025 13:00",https://www.instagram.com/p/DRdBlesD_hP/,"Carrossel do Instagram",,Total,47756,6880,33,6,0,3,5
18547535254063629,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","⚠️📺 REPRISE OFICIAL DA PROMOÇÃO RELÂMPAGO QUE PAROU O SETOR DE TVS!

Sim, estamos relembrando o ataque histórico em que o hacker pulverizou o preço da Smart TV de 32”.
As telas piscaram, o sistema travou e, de repente… o valor original simplesmente desapareceu da tela. 😱💥

📺 Audisat 32” AD-32 Smart Android (2026)
De U$ 85,00 por U$ 39,90.
Isso mesmo: QUARENTA DÓLARES por uma Smart Android novinha.
Foi tão absurdo que parecia erro — mas era só o hacker fazendo o que faz de melhor.
@roberto._gu @marcinhathibes @hugofabricio192 @deyvison 

🔥 Quem viu, nunca esquece.
O preço brilhou no painel por poucos segundos… e o corredor virou um campo de corrida.
Em instantes, as prateleiras ficaram vazias, e quem conseguiu pegar viveu um dos momentos mais rápidos da Hack Friday.

⚡ Reprise oficial liberada.",0,"11/24/2025 12:27",https://www.instagram.com/p/DRc9z9rkaIj/,"Carrossel do Instagram",,Total,51359,9766,38,11,0,1,4
17990294267736161,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","⌚⚡ REPRISE DO ATAQUE QUE PARALISOU O SETOR DE WEARABLES!

O relógio que custava 17 dólares caiu para 4,99 como se o sistema tivesse tido um curto-circuito.
As luzes tremeram, o painel ficou branco e… BOOM: preço hackeado. 💥⚠️

⌚ Haylou Watch 2 Pro
De U$ 17,00 por U$ 4,99.
Sim: REPRISE da promoção relâmpago que deixou todo mundo de pulso novo.
@maycow_kaiser @clacimkunzler @janaina_alcantara @rita_balduin @beatrice.lima_ 
@diogo_jribeiro @alinepatricia8956 @mcassis.claudia @sulinhapeixoto @yorrsm 

🔥 Quem viu, garante: foi questão de segundos entre o número aparecer e as caixas sumirem.
Todo mundo queria — e quase ninguém conseguiu.

⚡ Essa é a reprise. Já aconteceu.",0,"11/24/2025 11:50",https://www.instagram.com/p/DRc5oJREQQb/,"Carrossel do Instagram",,Total,42724,7136,38,7,0,2,3
18082949668872754,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","👑🔥 REPRISE DO SEGUNDO ATAQUE AO MESMO PERFUME!

Esse momento entrou pra história: ninguém acreditava que o hacker ia atacar a mesma fragrância duas vezes.
Mas o sistema travou de novo, o preço caiu de novo… e a loja enlouqueceu. 😱💥

🖤 Lattafa Asad EDP 100ml
De U$ 17,75 por U$ 4,99.
Sim: REPRISE do ataque duplo mais inesperado da Hack Friday.
@_brunazlima @alininhatorres @nicoly_.cardoso @nprigol 
@michellyzanatta @kathiamacedo 

🔥 O painel piscou, o valor bugou e a multidão disparou.
Foi grito, foi correria, foi desespero pra conseguir mais uma rodada dessa oferta surreal.

⚡ Essa é a reprise. O que já rolou.",0,"11/24/2025 11:21",https://www.instagram.com/p/DRc2QrAEVWG/,"Carrossel do Instagram",,Total,40454,7067,46,13,0,11,1
17918627877069308,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🔥🖤 REPRISE DO ATAQUE QUE DOMINOU O SETOR DE PERFUMARIA!

Quem presenciou, nunca esquece: o painel piscando, o valor travado, o sistema tentando reagir… e o hacker simplesmente apagando o preço original.
O perfume caiu para 4,99 dólares. QUATRO e Noventa e nove . 💥⚠️

🖤 Lattafa Asad EDP 100ml
De U$ 16,50 por U$ 4,99.
Sim: REPRISE da promoção relâmpago que deixou todo mundo perfumado por preço de bala.
@herivelto-jr saulotobaldini21 @hugo.lodron @maysaaa_tavares @meedeirosbianca @lucasrodriguestulio 
gustavodesouzadamazio @alininhatorres @eduardo_bialas @nicoly_.cardoso 

🔥 A cena foi insana: o corredor lotado, o povo avançando, vendedores sem entender nada…
E quando perceberam, já não havia mais nenhum frasco na prateleira.

⚡ Essa é a reprise. O ataque já aconteceu",0,"11/24/2025 11:10",https://www.instagram.com/p/DRc1AJ5ER5Y/,"Carrossel do Instagram",,Total,39856,7400,30,8,0,1,6
18046689692460802,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🎧⚠️ REPRISE DO ATAQUE QUE DEIXOU O SETOR DE ÁUDIO EM SILÊNCIO ABSOLUTO!

Sim, estamos relembrando a cena inacreditável em que o preço do fone caiu tanto que parecia erro — mas era só o hacker destruindo o sistema.
O valor começou a piscar, o painel travou e… pronto. O preço virou U$ 0,99. 😱💥

🎧 Xiaomi Redmi Buds 6 Play
De U$ 9,50 por U$ 0,99.
Sim: REPRISE da promoção de UM DÓLAR que parou a loja.
@kemberlyolimpia 
@w_l0pes @eucamileal @pedronogueira_06_____________ @danielaonsrdobech @karen_mamed @ovideomakerdefoz @eucarlinhosh @pauloalves_jr 
saulotobaldini21 @carlaa_gomeezz @helenita.teixeira.52 entre outros. 

🔥 Quem estava por perto sabe: mal deu tempo de respirar.
A galera puxou o celular, correu, agarrou caixa… e em segundos não restava nem poeira na prateleira.

⚡ Essa é a reprise. O que já rolou.",0,"11/24/2025 11:00",https://www.instagram.com/p/DRcz1-DEXB-/,"Carrossel do Instagram",,Total,32429,5340,24,3,1,2,2
17939959151965284,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🤖🧹 REPRISE DO DIA EM QUE O HACKER ASPIROU O PREÇO DO SETOR INTEIRO!

Quem viveu, lembra exatamente onde estava quando o painel bugou e o valor do Aspirador Xiaomi evaporou.
As luzes piscaram, o sistema travou e, num estalo, o preço caiu pela metade como se fosse puxado para dentro do próprio robô. 💥⚠️

🤖 Xiaomi Robot Vacuum E5 (C108)
De U$ 76 por U$ 34,90.
Sim: REPRISE de uma das promoções relâmpago mais rápidas de toda a Hack Friday.
@ruc4store @jnr.lopes @mikaelle_f_ joana.criscia @danubiabonfa @julianoalcantra50 @adenircosta @heey_sandrabatista @glaziasantana @monica.fracasso @dayanebellini @solimarmarcosmartini e outros. 

🔥 A cena foi surreal: o valor piscou por três segundos — três.
E nesses três segundos, o corredor virou um campo de corrida.
O robô? Sumiu mais rápido do que ele limpa um quarto pequeno.

⚡ Essa é a reprise. O ataque já aconteceu.",0,"11/24/2025 10:45",https://www.instagram.com/p/DRcyKbkEccU/,"Carrossel do Instagram",,Total,35241,7213,35,11,0,1,5
17881996344311172,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","❄️💥 REPRISE DO ATAQUE QUE CONGELOU O SETOR DE CLIMATIZAÇÃO!

Sim, estamos revivendo aquele momento insano em que o hacker destravou o sistema e derrubou o Ar Condicionado de 12K BTUs sem nenhum controle.
O painel bugou, os valores piscavam e, de repente… o preço original sumiu como se tivesse sido apagado à força. 😱⚠️

❄️ Audisat AC-12BR R410A 12.000 BTUs
De U$ 249 por U$ 99,90.
Sim: REPRISE da promoção relâmpago que congelou a loja inteira — literalmente.

@sodre.marcello @__itzsaarah saulotobaldini21 @franciscotennis
@josianertg1 @leonardoluisber @vagner_magazine @rayannelisboa
@rodrigues_hpz @stdocescaseros @douglasc.moraes
@alexandre.desouza.37 @driamorin e outros.

🔥 Quem estava ali viu: bastou o número aparecer na tela por alguns segundos para a multidão explodir em direção às caixas.
Foi uma avalanche — gente arrastando carrinho, correndo, gritando.
A prateleira? Virou gelo. Sumiu em minutos.

⚡ Essa é a reprise. O ataque já aconteceu.
.
#blackfriday #hackfriday #tecnologia #arcondicionado",0,"11/24/2025 10:30",https://www.instagram.com/p/DRcweGjESt9/,"Carrossel do Instagram",,Total,44602,11991,81,34,6,3,6
18148433320437431,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Atenção, vencedores do sorteio! 🚨🎉
Vocês têm 30 dias para retirar o prêmio apresentando o documento de identidade.
A retirada deve ser feita exclusivamente pelo titular vencedor.
Se o prêmio não for retirado dentro do prazo, ele será invalidado.

Prêmios sorteados:
🎁 Smart TV 32”
📱 3 iPhone 17 Pro Max

#hackfriday #megaeletronicos #premios #ganhadores #promocoes #brasil #turismoparaguai #eletronicos #blackfriday2025 #fozdoiguacu #comprasnoexterior #rendix #powerpayments #pyxpay",0,"11/24/2025 10:09",https://www.instagram.com/p/DRcuA1eCaT9/,"Imagem do Instagram",,Total,25035,7656,27,0,1,1,0
17930860869136095,17841469397735773,madeinparaguaii,"Comprar no Paraguai - Made in Py","Você comprou o que na black!?

Entrevista na fila para entrar na loja da @megaeletronicosoficialpy 

Segue aí @madeinparaguaii",51,"11/24/2025 05:52",https://www.instagram.com/reel/DRcQeuNjQKC/,"Reel do Instagram",,Total,57804,,663,157,,17,0
18083664842101546,17841407601225083,dicadawinie,"Winie Anand","A @megaeletronicosoficialpy sempre tem lançamentos da marca Audisat!

Se você busca uma caixa de som potente, custo benefício e com um ano de garantia no 🇵🇾, vai amar a Audisat x300!",53,"11/24/2025 02:18",https://www.instagram.com/reel/DRb4AIDjo_n/,"Reel do Instagram",,Total,45439,,391,108,,17,0
18429869098129534,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🔥 DIA 4 DA HACK FRIDAY — O FINAL MAIS INSANO DE TODOS! 🔥

Encerramos a Hack Friday com energia máxima!
Foram 4 dias de filas, ofertas explosivas, ativações, brindes e muita vibração dentro da Mega. ⚡🔥

❤️ Obrigado a todos os clientes que estiveram com a gente, participaram, aproveitaram e fizeram desse evento o maior da nossa história!

🎁 O sorteio de hoje premiou mais um cliente que viveu a experiência completa da Hack.
(Insira aqui o nome + prêmio)

A Hack Friday termina… mas o impacto fica.
Porque aqui é assim:

🔥 Mega Eletrônicos — a loja que ama os bons preços. 🔥

📍 Mega Eletrônicos – Ciudad del Este
#hackfriday #megaeletronicos #ofertas #promocoes #blackfriday2025 #paraguai #cidadedeleste #comprasparaguai",46,"11/23/2025 13:00",https://www.instagram.com/reel/DRac2mRkQbK/,"Reel do Instagram",,Total,14288,11053,107,17,4,5,3
17978522426943789,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🎉 PARABÉNS AOS NOSSOS GANHADORES DO SORTEIO DO PIX HACK FRIDAY! 🎉
A sorte sorriu — e os prêmios mais desejados foram para eles! 👇🔥

🏆 Giselle Bianca Moraes Martins
📄 Nota: 4929518-4
🎁 Smart TV 32”
Parceiro: Mega Eletrônicos

🏆 Tairan Ferreira de Goes Lima
📄 Nota: 4936676-1
🎁 iPhone 17 Pro Max
Parceiro: Power Payments

🏆 Cristovão Monteiro
📄 Nota: 4935153-8
🎁 iPhone 17 Pro Max
Parceiro: Rendix

🏆 Esdras Souza da Silva
📄 Nota: 4932035-0
🎁 iPhone 17 Pro Max
Parceiro: Pixpay

💥 Um agradecimento especial às nossas marcas parceiras que tornaram esses sorteios possíveis:
🔌 Pixpay
⚡ Rendix
💳 Power Payments

Vocês fazem parte da história do Hack Friday! 🚀🔥",0,"11/23/2025 11:06",https://www.instagram.com/p/DRaPz3HEbZH/,"Carrossel do Instagram",,Total,45288,9472,83,11,3,0,3
18103555942658173,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","O Inss quando ver oque aconteceu na Hack da Mega 👀🙈
.
#hackfriday #blackfriday #comprasparaguai #tecnologia #megaeletronicos #inss",15,"11/23/2025 07:56",https://www.instagram.com/reel/DRZ5WACkQB3/,"Reel do Instagram",,Total,95597,66136,943,839,22,55,30
18082350548077982,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","💥✨ HACK FRIDAY AO VIVO NA MEGA — DIA 4 (23/11)!

E olha o que acabou de explodir AGORA na promoção relâmpago do dia: a TV Audisat 43” QLED Smart Android 14 (2026) Full HD+C teve o preço simplesmente HACKEADO! ⚡😱

💰 De U$ 149,00 por apenas U$ 99,90
Sim… U$ 99,90 por uma QLED Smart completinha, com 1 ano de garantia no Brasil!

🔥 Aquele tipo de oferta que aparece sem aviso e some mais rápido do que dá tempo de piscar.
Quem estava na Mega no momento certo já garantiu a sua e saiu com a TV do ano por preço de loucura.

E olha quem fez como eles e já garantiu a sua TV de 43”:
@draevelineplm @marangoni137 e os outros que foram rápidos, atentos e que nunca deixam uma promoção relâmpago escapar.

Corre, porque enquanto você lê isso… pode ser que já tenha acabado.

#HackFridayMega #MegaEletronicos #OfertasHackeadas #PromocaoRelampago #Audisat #TVAudisat #SmartTV #HackFriday2025",0,"11/23/2025 05:14",https://www.instagram.com/p/DRZni_SEXnU/,"Carrossel do Instagram",,Total,49225,11787,92,11,0,1,9
17978503205944801,17841469397735773,madeinparaguaii,"Comprar no Paraguai - Made in Py","o resto é conversa 🙌",21,"11/23/2025 05:09",https://www.instagram.com/reel/DRZmyxsjR6R/,"Reel do Instagram",,Total,67705,,960,90,,27,0
18537706174062079,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🔥 O DIA 3 DA HACK FRIDAY FOI PURA LOUCURA — E AINDA TEM MAIS POR VIR!

Se você achou que a energia não podia subir mais… hoje provamos que pode.
O terceiro dia veio carregado de movimento, preços hackeados e aquela vibração que só a Mega Eletrônicos tem. ⚡

✨ Degustações que deixaram a experiência ainda mais completa
🎁 Brindes e ativações especiais pra quem chegou cedo
💥 Promoções relâmpago surgindo do nada e explodindo a loja
😄 Uma multidão animada, rindo, gravando, aproveitando cada segundo

A verdade?
O sistema continua sem conseguir segurar o caos — e a Hack Friday está cada vez mais insana.

E agora…
⏳ Falta apenas um dia para o GRANDE FINAL do evento.
Você está preparado para vir viver o último e mais intenso dia de todos? 🔥

📍 Mega Eletrônicos – Ciudad del Este
#hackfriday #megaeletronicos #ofertas #promocoes #blackfriday2025 #paraguai #cidadedeleste #comprasparaguai",65,"11/22/2025 13:01",https://www.instagram.com/reel/DRX4HzRiR8w/,"Reel do Instagram",,Total,14844,10896,113,33,2,7,7
18049589867382974,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🔥 Eles foram os primeiros da fila do Dia 3 do Hack Friday!
E na Mega Eletrônicos, chegar cedo sempre vale a pena. ⚡

Os primeiros clientes do dia 22/11 garantiram prêmios especiais, como:
• TV Audisat
• Produtos Coby
• Produtos Mondial
• Produtos Mox
• E outros prêmios exclusivos

O Hack Friday segue a todo vapor…
Quem será os ganhadores do Dia 4? 👀🔥

📍 Mega Eletrônicos – Ciudad del Este
#hackfriday #megaeletronicos #premios #ganhadores #paraguai #blackfriday2025",0,"11/22/2025 10:11",https://www.instagram.com/p/DRXkqFaluA0/,"Imagem do Instagram",,Total,48005,11368,54,10,1,0,0
18074441729215898,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","💥⚡ Seguindo o ritmo das promoções relâmpago do HACK FRIDAY… mais um preço foi completamente HACKEADO!

O Ar-Condicionado Audisat AC-12BR 12K (com garantia de 1 ano no Brasil + kit) caiu de U$ 249,00 por apenas U$ 99,90.
Sim — U$ 99,90 em um ar super procurado!

E quem garantiu na hora foi:
@sodre.marcello @__itzsaarah saulotobaldini21 @franciscotennis
@josianertg1 @leonardoluisber @vagner_magazine @rayannelisboa
@rodrigues_hpz @stdocescaseros @douglasc.moraes
@alexandre.desouza.37 @driamorin

🔥 Essas ofertas aparecem do nada e somem rapidinho.
Fica de olho — porque a próxima pode ser a que você estava esperando!

#HackFridayMega #MegaEletronicos #PromocaoRelampago #OfertasHackeadas #Audisat #ArCondicionado #BlackFriday2025",0,"11/22/2025 10:02",https://www.instagram.com/p/DRXjpU7loPZ/,"Carrossel do Instagram",,Total,54183,12027,89,38,7,2,6
18075988430193701,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Quem mais tem um talento raro aí? 👀
. 
#hackfriday #ofertas #talentos #blackfriday #comprasparaguai",7,"11/22/2025 09:26",https://www.instagram.com/reel/DRXfXbUkTLa/,"Reel do Instagram",,Total,96508,52777,429,91,11,21,17
18551254708060089,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","💥✨ CONTINUANDO COM AS PROMOÇÕES RELÂMPAGO DO HACK FRIDAY!

E olha o que acabou de entrar na lista dos preços hackeados:
Os Redmi Buds 6 Play da Xiaomi tiveram o valor simplesmente derrubado! ⚡😱

💰 De U$ 9,50 por apenas U$ 0,99
Sim… U$ 0,99 em fones Bluetooth super procurados, perfeitos para o dia a dia, som equilibrado e tecnologia Xiaomi de verdade!

🫡 E quem garantiu o seu?
@mschwarzbold
@p.deboraaguiar
@yasminestin
@jairberwanger
@ramonaverafernadez
@igor.albarello

🔥 Aquele tipo de oferta que aparece sem aviso e some mais rápido ainda.
Fique atento: a qualquer momento outra promoção relâmpago pode surgir.

#HackFridayMega #MegaEletronicos #PromocaoRelampago #OfertasHackeadas #Xiaomi #RedmiBuds6Play #BlackFridayParaguai",0,"11/22/2025 08:27",https://www.instagram.com/p/DRXYuxvFsWl/,"Carrossel do Instagram",,Total,39958,7354,50,4,0,0,1
18061406282234745,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","💥✨ HACK FRIDAY AO VIVO NA MEGA — DIA 3 (22/11)!

E olha o que acabou de explodir AGORA na promoção relâmpago do dia: a TV Audisat 43"" QLED Smart Android 14 (2026) Full HD+C teve o preço simplesmente HACKEADO! ⚡😱

💰 De U$ 149,00 por apenas U$ 99,90
Sim… U$ 99,90 por uma QLED Smart completinha, com 1 ano de garantia no Brasil!

🔥 Aquele tipo de oferta que aparece sem aviso e some mais rápido do que dá tempo de piscar.
Quem estava na Mega no momento certo já garantiu a sua e saiu com a TV do ano por preço de loucura.

E olha quem fez como eles e já garantiu a sua TV de 43”:
@getuliiio @elsanunes @htkviera @jairocoletto @henriquevitor157 @katia.rosendo.9 @josedanielpatinojimenez2 @ramonaverafernandez @iclael @juliana.rodriguez_camargo

👏 Parabéns aos rápidos, aos atentos e aos que nunca deixam uma promoção relâmpago escapar.

Corre, porque enquanto você lê isso… pode ser que já tenha acabado.

#HackFridayMega #MegaEletronicos #OfertasHackeadas #PromocaoRelampago #Audisat #TVAudisat #SmartTV #HackFriday2025",0,"11/22/2025 07:41",https://www.instagram.com/p/DRXTeZ1lvFQ/,"Carrossel do Instagram",,Total,40334,8505,73,21,4,3,2
18114102289580495,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🔥 Eles foram os primeiros da fila do Dia 2 do Hack Friday!
E na Mega Eletrônicos, quem chega cedo sempre garante vantagens. ⚡

Os primeiros 5 clientes do dia 21/11 levaram para casa prêmios incríveis, como:
• TV Audisat 32”
• Produtos Quanta
• Celular Itel A50
• Entre outros prêmios especiais

O Hack Friday continua a todo vapor…
Já estamos ansiosos para ver quem serão os ganhadores do Dia 3! 👀🔥

📍 Mega Eletrônicos – Ciudad del Este
#hackfriday #megaeletronicos #premios #ganhadores #paraguai #blackfriday2025",0,"11/22/2025 06:42",https://www.instagram.com/p/DRXMxZ1lmZ7/,"Imagem do Instagram",,Total,46280,15590,80,0,0,3,2
17982632768768485,17841469397735773,madeinparaguaii,"Comprar no Paraguai - Made in Py","Amooo 😂😂😂

Segue ai @madeinparaguaii",24,"11/22/2025 06:21",https://www.instagram.com/reel/DRXKJ9ZjWvX/,"Reel do Instagram",,Total,55994,,773,295,,22,0
18120633640471667,17841401573017083,comprasparaguai,"Compras Paraguai","A organização do Black Friday 2025 está incrível! Aqui na Mega Eletrônicos a Hack Friday está um verdadeiro arraso. Milhares de pessoas tem aproveitado os descontos. 

Lembrando que as promoções relâmpago não tem horário fixo durante o dia.

Os produtos vendidos na promoção relâmpago são comercializados apenas de forma presencial na loja.

Estoque diário limitado. 
Apenas uma unidade por cliente",63,"11/22/2025 05:30",https://www.instagram.com/reel/DRXEgp6EbcX/,"Reel do Instagram",,Total,40938,,333,58,,19,0
18026712209770278,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","erceiro dia de Hack Friday e os preços continuam sendo completamente hackeados! 🔥⚡
* PlayStation 5 – U$ 479,90
* Motorola Go 4 – U$ 59,90
* Notebook Audisat X100 – U$ 229,90
* Caixa de Som JBL Go 4 – U$ 24,90
* Relógio Haylou – U$ 9,90
* Speaker Audisat – U$ 109,90

Poucas unidades por dia.
Corre para a Mega e garante o teu antes que desapareça!

#hackfriday #megaeletronicos #paraguai #cidadedeleste #ofertas #blackfridayparaguai #ps5 #motorola #audisat #jbl #haylou #eletronicos #turismonoparaguai #comprasparaguai",0,"11/22/2025 04:24",https://www.instagram.com/p/DRW8_Wclmup/,"Carrossel do Instagram",,Total,33055,8142,93,31,3,5,5
17853869811535296,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","⚠️🎧 ALERTA CRÍTICO: O HACKER INVADIU O SETOR DE ÁUDIO!

O sistema tremeu, as notificações dispararam e a promoção relâmpago deixou todo mundo sem acreditar no que estava vendo. 😱💥
Agora foi a vez dos fones desaparecerem como mágica!

🎧 FONE BT XIAOMI M2420E1 – REDMI BUDS 6 PLAY (GLOBAL) – PRETO
De U$ 9,50 por apenas U$ 0,99
Sim… NOVENTA E NOVE CENTAVOS DE DÓLAR em um fone da Xiaomi!
Isso não é oferta — é o hacker destruindo o sistema de preços sem dó NENHUMA.

🔥 Foi assim: o valor baixou, o povo surtou e em segundos a prateleira ficou vazia.
Quem estava ali perto garantiu áudio limpo, Bluetooth atualizado e um baita custo-benefício por menos de um dólar.

👏 Parabéns a @matheusbrasilof @eu_sou_a_flores @beth_boutiquee @franciscotenis @sousa_apns @marlacelestino @marcello.white 
@ozeiasmezza @dessaedodo rápidos, aos atentos e aos que não pensaram duas vezes quando viram a tela piscando com esse preço absurdo.
Só quem estava no exato momento do ataque conseguiu levar.

E se você vai colar na Mega nos próximos 2 dias…
⚡ Fica esperto: as próximas promoções relâmpago podem cair a qualquer momento — e duram segundos.

.

#HackFridayMega #MegaEletronicos #Xiaomi #RedmiBuds6Play #FonesBluetooth #OfertasHackeadas #PromocaoRelampago #AtaqueDoHacker",0,"11/21/2025 17:47",https://www.instagram.com/p/DRV0HOnjPYV/,"Carrossel do Instagram",,Total,43904,9571,47,2,1,0,1
18054733835322760,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","🔥 ACONTECEU DE NOVO — O DIA 2 DA HACK FRIDAY FOI INSANO!

Se você achou que o primeiro dia tinha sido forte…
o segundo dia veio ainda mais energético, animado e lotado de oportunidades! A galera voltou com tudo — e a Mega entregou de novo. 😱⚡️

✨ Degustações especiais rolando o dia inteiro, deixando a experiência ainda mais gostosa
🎁 Brindes distribuídos pra quem colou cedo e aproveitou a vibe
💥 Ofertas poderosas e promoções relâmpago pipocando do nada
😄 E uma energia lá em cima, com todo mundo animado, sorrindo e vivendo o clima único da Hack Friday

A verdade é simples: o hacker não tá dando descanso.
E cada dia está ficando mais intenso, mais movimentado e mais surpreendente.

E amanhã…
👀 Segura, porque o terceiro round promete ser o mais insano até agora.

#HackFridayMega #MegaEletronicos #Dia2 #AconteceuDeNovo #ExperienciaMega #OfertasHackeadas #vempramega",40,"11/21/2025 15:22",https://www.instagram.com/reel/DRVjagOkTeJ/,"Reel do Instagram",,Total,14720,10470,113,38,5,11,4
